crossroad,veics
81,I
89,H
65,C
38,A
108,B
68,D
63,G
93,F
53,I
103,H
98,C
83,A
61,B
104,D
14,G
9,F
8,I
41,H
12,C
13,A
29,B
2,D
99,G
79,E
54,F
5,I
34,H
21,C
19,A
74,B
109,D
1,G
87,E
116,F
44,I
23,H
101,C
56,A
62,B
3,D
100,G
17,F
30,I
7,H
57,C
22,A
115,B
96,D
50,G
45,F
117,I
77,H
72,C
55,A
97,B
28,D
37,G
81,F
90,I
70,H
18,C
119,A
85,B
39,D
73,G
4,F
89,I
59,H
25,C
92,A
20,B
27,D
32,G
106,F
66,I
43,H
93,C
49,A
65,B
64,D
68,G
115,E
53,F
41,I
79,H
108,C
58,A
98,B
63,D
104,G
6,F
80,I
8,H
9,C
26,A
21,B
14,D
34,G
5,F
23,I
44,H
48,C
29,A
101,B
99,D
2,G
117,F
77,I
113,H
61,C
91,A
57,B
100,D
109,G
90,F
116,I
30,H
54,C
75,A
19,B
50,D
3,G
28,E
107,F
102,I
66,H
97,C
74,A
56,B
82,D
70,G
89,F
59,I
1,H
17,C
24,A
22,B
118,D
8,G
6,E
40,F
106,I
37,H
45,C
111,A
55,B
38,D
86,G
64,E
42,F
115,H
81,C
16,A
18,B
15,D
7,G
41,F
113,I
73,H
20,C
62,A
92,B
29,D
44,G
12,F
107,I
80,H
53,C
94,A
58,B
75,D
43,G
100,E
23,F
1,I
32,H
5,C
85,A
93,B
51,D
30,G
22,E
78,F
116,H
117,C
60,A
91,B
86,D
39,G
42,E
77,F
37,I
102,H
90,C
65,A
54,B
87,D
79,G
48,F
0,I
68,H
89,C
52,A
24,B
7,D
66,G
28,F
36,I
11,H
41,C
98,A
94,B
74,D
38,G
58,E
59,F
73,I
104,H
110,C
96,A
17,B
6,D
95,G
64,F
4,I
33,H
19,C
27,A
9,B
43,D
15,G
78,E
113,F
12,I
2,H
23,C
21,A
53,B
42,D
80,G
20,F
32,I
22,H
56,C
63,A
90,B
111,D
29,G
114,F
47,H
77,C
34,A
89,B
79,D
115,G
11,E
10,F
109,H
55,C
14,A
110,B
76,D
116,G
94,E
1,F
48,I
106,H
84,C
99,A
60,B
78,D
75,G
33,E
100,F
68,I
3,H
59,C
50,A
23,B
16,D
51,G
46,F
104,I
69,H
92,C
101,A
45,B
112,D
87,G
47,E
37,F
72,I
105,H
35,C
86,A
96,B
115,D
74,G
114,E
73,F
2,I
0,H
113,C
7,A
81,B
13,D
6,G
10,E
56,F
20,I
58,H
91,C
57,A
31,B
65,D
42,G
9,E
109,I
39,H
71,C
18,A
11,B
49,D
26,G
46,E
108,I
83,H
1,C
93,A
34,B
8,D
102,G
69,E
84,F
40,I
36,H
24,C
43,A
33,B
114,D
111,G
105,E
3,I
94,H
60,C
54,A
67,B
85,D
78,G
76,E
92,F
38,H
37,C
79,A
59,B
10,D
106,G
45,E
35,F
39,I
119,H
73,C
17,A
14,B
46,D
62,G
81,E
109,F
4,H
27,C
53,A
117,B
52,D
0,G
112,E
71,F
56,I
95,H
96,C
90,A
47,B
44,D
16,G
13,E
3,F
28,I
9,H
34,C
89,A
69,B
101,D
65,G
83,E
38,I
72,H
63,C
110,A
50,B
18,D
114,G
49,E
39,F
84,I
75,H
99,C
23,A
105,B
54,D
36,G
31,E
27,F
19,I
108,H
14,C
11,A
86,B
80,D
98,G
119,E
76,F
92,I
45,H
109,C
59,A
103,B
90,D
4,G
67,E
34,F
35,I
74,H
3,C
47,A
7,B
110,D
21,G
8,E
63,F
64,I
25,H
70,A
83,B
52,G
117,E
112,F
95,I
61,H
50,C
115,A
43,B
116,D
101,G
85,E
99,F
71,I
26,H
39,C
30,A
119,B
18,G
44,E
13,F
9,I
40,H
86,C
88,A
79,B
72,G
103,E
15,F
27,I
81,H
66,A
70,B
54,G
49,F
55,I
111,H
5,A
115,B
90,G
7,E
14,F
34,I
62,H
32,C
83,A
30,B
108,G
25,E
95,F
75,I
16,H
41,A
12,G
43,E
8,F
45,I
98,H
102,A
66,B
57,G
80,E
50,F
100,I
28,H
13,C
77,A
110,G
15,E
82,F
74,I
19,H
68,C
119,A
88,D
48,G
79,E
9,F
63,I
31,H
49,C
22,A
5,D
40,G
61,E
118,F
26,I
67,H
70,C
113,A
25,B
41,D
93,G
115,E
51,F
81,I
64,H
104,C
106,A
102,B
17,G
116,E
85,F
99,I
21,H
30,C
1,A
32,B
15,D
20,G
82,E
75,F
111,I
117,H
2,C
37,A
22,B
12,D
53,G
44,F
14,I
103,H
95,C
13,B
77,D
28,G
118,E
45,F
62,I
27,H
107,C
73,A
68,B
113,D
89,G
51,E
86,F
29,I
52,H
66,C
106,B
48,D
88,G
26,F
91,I
55,H
9,C
61,B
82,D
5,G
80,F
24,I
57,H
25,C
49,B
1,D
19,G
22,E
70,F
16,I
110,H
85,C
109,A
104,B
118,D
41,G
81,F
60,I
93,H
38,C
0,A
2,B
4,D
15,G
87,F
8,I
34,H
102,C
32,A
20,D
77,G
111,F
65,I
17,H
75,C
3,A
95,B
37,D
64,G
107,F
101,I
100,H
45,C
13,A
28,D
56,G
6,F
50,I
53,H
106,C
12,A
85,B
73,D
84,G
116,F
44,I
89,H
61,C
36,A
38,B
51,D
113,G
87,E
62,F
98,I
88,H
26,C
68,A
109,D
27,G
4,E
29,F
86,I
63,H
81,C
49,A
0,B
19,D
23,G
16,F
21,I
5,H
111,C
104,A
32,D
1,G
6,E
42,F
117,I
99,H
58,A
3,D
55,G
78,F
80,I
91,H
48,A
26,B
64,D
37,G
65,F
52,I
24,H
62,C
2,A
56,D
92,G
28,E
106,F
57,I
41,H
95,A
36,B
87,D
73,G
114,F
110,I
77,H
72,A
9,B
84,D
34,G
42,E
101,F
70,I
97,H
29,C
94,A
58,B
68,D
51,G
78,E
4,F
93,I
11,H
85,A
62,B
6,D
100,G
98,F
107,I
113,H
0,C
20,A
104,D
109,G
21,F
116,I
47,H
16,C
39,A
27,D
32,G
114,E
17,I
23,H
65,C
38,A
42,D
3,G
64,E
117,F
76,I
1,H
74,C
19,A
45,B
40,D
63,G
9,E
52,F
96,I
60,H
101,C
26,A
72,B
2,D
99,G
97,E
28,F
53,I
7,H
36,C
56,A
94,B
13,D
87,G
11,E
10,F
89,I
37,H
98,C
84,A
29,B
78,D
68,G
58,E
57,F
88,I
83,H
21,C
75,A
20,B
55,D
6,G
47,E
46,F
112,I
33,H
62,A
81,B
39,D
14,G
93,F
5,I
43,H
117,C
27,A
65,B
49,D
104,G
17,F
41,I
8,H
108,A
74,B
114,D
42,G
45,E
64,F
77,I
79,H
97,B
92,D
91,G
40,E
53,F
113,I
44,H
52,C
111,A
101,B
38,D
2,G
10,E
15,F
23,I
115,H
57,C
55,A
11,B
100,D
78,G
83,E
89,F
1,I
119,H
72,C
29,A
31,B
75,D
59,G
94,E
88,F
30,I
69,H
93,C
67,B
63,D
39,G
13,E
5,F
66,I
22,H
20,C
65,A
19,B
99,D
24,G
46,E
41,F
102,I
80,H
12,C
34,A
47,B
10,D
114,G
33,E
77,F
4,I
73,H
97,C
56,B
14,D
50,G
81,E
113,F
106,I
105,H
17,C
74,A
98,B
111,D
86,G
31,E
40,F
18,I
109,H
110,C
92,A
103,B
85,D
38,G
119,E
23,F
37,I
9,H
53,C
101,A
108,B
29,D
7,G
49,E
13,F
54,I
70,H
89,C
63,A
55,B
46,D
43,G
69,E
1,F
116,H
48,C
11,A
83,B
91,D
79,G
67,E
20,F
73,I
58,H
35,C
99,A
33,B
65,D
60,G
15,E
12,F
90,I
45,H
88,C
47,A
21,B
24,D
95,G
100,E
18,F
28,I
76,H
19,C
14,A
34,B
74,D
8,G
105,E
82,F
109,I
94,H
5,C
98,A
57,B
50,D
75,G
103,E
118,F
0,I
25,H
71,C
119,B
101,D
26,G
85,E
37,F
9,I
32,H
41,C
83,A
93,B
15,D
44,G
49,F
3,H
56,C
91,A
69,B
86,D
111,G
48,F
45,I
68,H
77,C
16,A
17,B
7,D
29,G
35,F
20,I
104,H
108,C
21,A
105,B
43,D
80,G
82,E
51,F
36,I
2,H
113,C
92,B
79,D
65,G
118,E
54,F
12,I
59,H
55,C
24,A
14,B
60,D
62,G
25,E
100,F
64,I
81,H
23,C
57,A
110,B
74,G
71,F
39,H
13,C
50,A
91,B
70,G
73,F
32,I
38,H
1,C
119,A
117,B
82,D
101,G
51,E
85,F
96,H
18,C
86,A
53,B
118,D
116,G
87,F
48,I
112,H
37,C
7,A
89,B
16,D
15,G
56,F
3,I
30,H
84,C
93,A
24,B
115,G
90,F
35,I
66,H
34,C
17,A
25,B
76,G
109,F
68,I
95,H
92,C
43,A
23,B
51,D
9,F
40,I
102,H
49,C
110,A
50,B
117,E
6,F
71,I
75,H
27,C
79,A
13,B
87,E
42,F
104,I
26,H
54,C
53,A
86,B
115,D
98,G
45,F
72,I
111,H
73,C
52,A
7,B
8,D
96,G
78,F
2,I
4,H
85,C
89,A
18,B
110,D
16,G
84,F
56,I
106,H
14,C
22,A
43,B
112,G
34,F
19,I
31,H
91,C
60,A
49,B
87,D
51,G
92,F
59,I
28,H
24,C
23,A
79,B
44,D
30,G
114,F
81,I
67,H
25,C
115,A
54,B
6,E
3,F
39,I
0,H
63,C
13,A
22,B
110,G
42,E
27,F
38,I
103,H
90,C
18,A
85,B
52,D
66,G
7,E
14,F
95,I
36,H
99,C
88,A
80,D
87,G
78,E
59,F
29,I
64,H
50,C
5,A
96,D
102,G
8,E
84,I
40,H
109,C
41,A
60,B
21,G
43,E
81,F
34,I
61,H
9,C
77,A
90,B
18,D
4,G
114,E
63,F
75,I
97,H
45,C
49,A
115,B
57,G
79,E
39,F
92,I
11,H
3,C
70,A
6,D
106,G
22,E
99,F
100,I
72,H
59,C
54,A
42,D
20,G
44,E
95,F
65,I
47,H
107,C
58,A
88,D
52,G
29,F
27,I
62,H
86,C
113,A
116,D
12,G
80,E
8,F
108,I
74,H
81,C
85,A
70,B
5,D
93,G
61,E
50,F
14,I
117,H
39,C
94,A
59,B
78,D
28,G
97,E
75,F
63,I
98,H
60,C
90,A
41,D
0,G
11,E
107,F
55,I
7,H
32,C
1,A
58,B
77,D
18,G
115,E
65,F
26,I
16,H
95,C
96,A
114,D
36,G
47,E
86,F
111,I
110,H
29,C
37,A
94,B
54,D
6,G
44,F
91,I
19,H
70,C
73,A
76,D
17,G
10,F
99,I
34,H
75,C
59,A
61,B
113,D
42,G
116,E
46,F
8,I
21,H
68,C
97,B
112,D
88,G
58,E
26,F
62,I
100,H
11,B
20,D
5,G
80,F
50,I
27,H
65,C
30,A
32,B
90,D
78,G
94,E
15,F
74,I
108,H
104,C
66,A
95,B
4,D
48,G
70,F
117,I
57,H
2,C
102,A
47,B
1,D
41,G
111,F
107,I
63,H
38,C
96,B
13,D
77,G
51,F
98,I
52,H
61,C
29,B
12,D
114,G
10,E
62,F
16,I
55,H
97,C
11,A
9,B
37,D
64,G
46,E
116,F
110,I
83,H
26,C
106,A
30,B
49,D
40,G
76,E
86,I
93,H
109,A
68,B
85,D
72,G
15,E
117,F
44,I
91,H
111,C
20,A
65,B
28,D
54,G
112,E
87,F
80,I
17,H
32,A
104,B
48,D
113,G
51,E
98,F
101,I
88,H
3,A
66,B
73,D
56,G
4,E
21,I
99,H
62,C
95,A
102,B
84,G
83,E
82,F
70,I
43,H
96,C
47,A
45,B
10,D
53,G
13,E
118,F
57,I
79,H
30,C
39,A
2,B
46,D
7,G
87,E
16,F
52,I
22,H
117,C
29,A
106,B
15,D
19,G
49,E
76,F
116,I
5,H
98,C
12,A
38,B
109,D
34,G
85,E
101,F
18,I
8,H
66,C
68,A
26,B
32,D
90,G
82,E
112,F
93,I
44,H
102,C
65,A
81,B
51,D
100,G
118,E
4,F
24,I
119,H
75,A
31,B
64,D
92,G
9,E
21,F
17,I
33,H
48,A
67,B
56,D
1,G
28,E
13,F
88,I
69,H
104,A
103,B
3,D
27,G
45,E
57,F
60,I
115,H
35,C
0,A
62,B
84,D
37,G
52,F
80,H
16,C
2,A
83,B
39,D
73,G
119,E
18,F
5,I
105,H
71,C
36,A
20,B
87,D
15,G
81,E
49,F
41,H
106,C
111,A
98,B
29,D
14,G
31,E
93,F
70,H
101,C
38,A
68,D
109,G
67,E
35,F
58,H
21,C
26,A
82,D
50,G
33,E
85,F
116,H
13,C
62,A
119,B
65,D
86,G
103,E
28,F
24,H
57,C
83,A
0,B
75,D
32,G
69,E
71,F
54,I
94,H
56,A
7,D
51,G
64,E
17,F
41,I
9,H
52,C
84,A
117,B
104,D
108,G
105,E
106,F
35,I
77,H
18,C
98,A
101,B
2,D
3,G
88,F
45,H
20,C
33,B
19,D
43,G
5,F
113,H
49,C
119,A
21,B
111,D
39,G
54,F
71,I
81,H
74,C
36,B
100,D
87,G
31,H
93,C
13,B
92,D
63,G
6,F
106,I
67,H
85,C
72,A
69,B
27,D
29,G
41,F
76,I
53,H
17,C
7,A
57,B
118,D
79,G
117,E
42,F
9,I
25,H
0,C
101,A
105,B
14,D
68,G
64,F
112,I
11,H
110,C
34,A
18,B
50,D
65,G
78,F
4,I
103,H
88,C
21,A
49,B
40,D
75,G
6,E
20,F
96,I
47,H
19,A
56,B
86,D
104,G
114,F
77,I
60,H
5,C
13,A
74,B
38,D
55,G
42,E
30,I
61,H
36,C
72,B
101,D
89,G
25,E
90,I
106,H
54,C
57,A
7,B
43,D
23,G
11,E
45,I
1,H
12,C
22,A
93,B
6,D
59,G
100,E
9,F
66,I
76,H
41,C
92,A
34,B
63,D
91,G
78,E
113,I
112,H
18,A
85,B
42,D
99,G
47,E
77,F
102,I
4,H
48,C
27,A
17,B
79,D
8,G
114,E
20,I
37,H
14,A
19,B
55,D
44,G
40,E
90,F
81,I
97,H
56,C
49,A
25,B
91,D
95,G
61,E
45,F
28,I
96,H
50,A
11,B
78,D
80,G
7,E
15,F
53,I
117,H
72,C
74,A
22,B
18,D
70,G
12,F
1,I
30,H
34,C
86,A
47,B
114,D
116,G
100,F
73,H
9,C
93,A
92,B
99,D
26,G
113,F
37,I
66,H
77,C
43,A
14,B
24,G
97,E
48,F
83,H
90,C
85,A
110,B
2,G
15,E
56,F
109,H
19,C
63,A
50,B
111,G
22,E
81,F
117,I
102,H
45,C
17,A
61,B
38,G
51,F
7,H
84,C
16,A
86,B
74,D
101,G
40,F
64,I
32,H
25,C
108,A
54,B
13,D
6,G
83,E
53,F
12,I
28,H
107,C
11,A
90,B
15,D
60,G
87,F
29,I
3,H
113,C
47,A
97,B
24,D
42,G
1,F
73,I
39,H
92,C
58,A
43,B
78,G
51,E
34,F
48,I
119,H
14,C
79,A
106,G
37,F
56,I
68,H
50,C
110,A
83,B
8,D
76,G
117,F
65,I
22,H
61,C
52,A
16,D
112,G
87,E
84,F
109,I
75,H
81,C
54,A
108,B
49,D
4,G
43,E
107,F
32,I
64,H
53,C
55,A
58,B
51,D
18,G
119,E
29,F
34,I
104,H
86,C
88,A
79,B
110,D
114,G
13,E
73,F
3,I
89,H
97,C
90,A
44,D
74,G
92,F
0,I
23,H
1,C
5,A
31,B
87,D
96,G
8,E
14,F
39,I
59,H
27,C
94,A
67,B
60,D
62,G
65,F
68,I
43,H
37,C
83,A
119,B
52,D
15,G
58,E
50,F
36,I
95,H
63,C
91,A
55,B
80,D
16,G
49,E
109,F
84,I
34,H
117,C
99,A
53,B
116,D
30,G
79,E
86,F
75,I
26,H
29,C
41,A
9,B
54,D
51,G
31,E
3,F
107,I
2,H
35,C
70,A
94,B
88,D
66,G
67,E
13,F
104,I
111,H
73,C
24,A
45,B
90,D
115,G
44,E
27,F
92,I
0,H
108,C
119,A
103,B
85,D
98,G
39,F
100,I
38,H
55,C
91,B
5,D
110,G
8,F
72,I
58,H
65,C
60,A
29,B
41,D
87,G
10,F
14,I
74,H
71,C
53,A
70,B
96,D
52,G
80,E
63,F
50,I
79,H
109,C
77,A
81,B
115,D
102,G
116,E
46,F
86,I
36,H
3,C
106,A
21,G
9,E
82,F
89,I
62,H
113,A
24,B
54,G
94,E
35,F
19,I
31,H
13,C
65,B
88,G
45,E
49,F
27,I
16,H
91,C
76,D
90,G
85,E
71,F
23,I
100,H
39,C
29,A
60,B
112,D
20,G
103,E
118,F
59,I
67,H
70,C
77,D
5,G
10,E
44,F
95,I
98,H
106,B
4,D
7,G
46,E
75,F
26,I
33,H
99,C
96,A
13,B
113,D
12,G
81,E
80,F
8,I
72,H
115,A
117,B
43,G
82,E
89,F
2,I
110,H
49,C
1,A
29,D
48,G
116,F
111,I
9,H
24,C
65,A
56,G
118,E
70,F
63,I
94,H
30,A
28,G
76,E
23,F
38,I
69,H
75,C
66,A
20,D
41,G
33,E
85,F
74,I
105,H
60,C
22,A
10,D
77,G
112,E
59,F
35,I
11,H
32,C
13,A
96,B
7,D
64,G
117,E
99,F
71,I
45,H
106,C
37,A
115,B
46,D
34,G
4,E
6,F
62,I
47,H
89,C
30,B
12,D
0,G
95,F
44,I
103,H
23,C
73,A
49,B
82,D
36,G
69,E
42,F
80,I
52,H
68,C
102,A
66,B
43,D
79,G
105,E
78,F
116,I
25,H
85,C
33,B
1,D
57,G
11,E
114,F
70,I
83,H
59,C
22,B
65,D
100,G
47,E
15,F
16,I
61,H
20,A
32,B
48,D
113,G
6,E
76,F
101,I
81,H
95,C
109,A
89,B
37,D
93,G
115,E
26,F
40,I
19,H
96,C
3,A
69,B
118,D
84,G
42,E
112,F
108,I
119,H
30,C
7,A
105,B
56,D
72,G
78,E
51,F
55,I
27,H
66,C
49,A
23,B
73,D
29,G
114,E
106,F
98,I
21,H
104,C
39,A
68,B
28,D
92,G
25,E
4,F
110,I
88,H
12,A
85,B
6,D
1,G
83,E
111,F
9,I
5,H
26,C
75,A
102,B
42,D
65,G
22,E
87,F
45,I
8,H
43,A
59,B
109,D
14,G
15,E
62,F
99,I
63,H
32,A
11,B
64,D
19,G
61,E
16,F
52,I
44,H
89,A
20,B
3,D
37,G
51,E
101,F
81,I
80,H
58,A
95,B
78,D
50,G
119,E
98,F
106,I
41,H
111,C
48,A
47,B
79,D
73,G
87,E
9,F
18,I
77,H
102,C
23,A
25,B
100,D
6,G
28,E
45,F
91,I
116,H
62,C
68,A
104,B
39,D
42,G
21,I
70,H
85,A
7,B
114,D
27,G
88,I
57,H
59,A
83,B
15,D
109,G
24,I
113,H
2,C
11,A
61,B
75,D
8,G
64,E
52,F
5,I
40,H
16,C
56,A
26,B
84,D
3,G
81,F
54,I
108,H
101,C
95,A
43,B
51,D
78,G
18,F
60,I
55,H
38,C
34,A
119,B
13,D
39,G
21,F
41,I
99,H
98,C
47,A
58,B
92,D
114,G
7,E
28,F
77,I
93,H
9,C
79,A
62,B
14,D
15,G
100,E
76,I
106,H
20,C
104,A
32,D
75,G
88,F
90,I
1,H
25,C
83,A
2,B
87,D
63,G
43,E
112,I
91,H
45,C
0,A
56,B
49,D
44,G
64,F
4,I
37,H
52,C
36,A
101,B
19,D
86,G
13,E
5,F
57,I
24,H
61,C
26,A
34,B
68,D
80,G
58,E
54,F
29,I
73,H
81,C
94,A
79,B
50,D
51,G
41,F
113,I
117,H
74,C
84,A
38,B
27,D
116,G
77,F
96,I
109,H
18,C
119,A
98,B
104,D
70,G
100,F
30,I
3,H
110,C
92,A
63,D
17,G
49,E
20,F
66,I
115,H
21,C
62,A
0,B
86,D
40,G
79,E
90,F
102,I
60,H
88,C
14,A
31,B
85,D
32,G
57,F
93,I
22,H
56,C
19,A
36,B
108,G
13,F
1,I
7,H
5,C
2,A
67,B
87,G
29,F
37,I
76,H
12,C
101,A
74,B
53,G
113,F
65,I
112,H
54,C
50,A
94,B
68,G
49,F
73,I
39,H
34,C
27,A
18,B
89,G
31,E
117,I
4,H
41,C
63,A
92,B
8,D
23,G
85,E
93,F
20,I
43,H
48,C
111,A
9,B
55,G
67,E
1,F
109,I
58,H
77,C
38,A
110,B
99,G
56,F
75,H
90,C
72,A
103,B
2,D
106,G
94,E
37,F
3,I
17,H
57,C
86,A
14,B
101,D
91,G
12,F
28,I
96,H
13,C
98,A
21,B
59,G
65,F
39,I
32,H
107,C
74,A
45,B
111,D
24,G
85,F
79,H
35,C
18,A
54,B
55,D
115,G
9,E
34,F
75,I
31,H
0,C
110,A
19,B
44,D
60,G
103,E
73,F
64,I
67,H
29,C
16,A
50,B
99,D
76,G
8,E
48,F
17,I
30,H
113,C
72,B
38,D
95,G
107,F
56,I
53,H
36,C
90,B
80,D
104,G
117,F
66,H
49,C
21,A
81,B
116,D
112,G
45,E
10,F
12,I
68,H
71,C
55,A
57,B
74,D
7,G
46,F
34,I
94,H
93,C
54,A
13,B
91,D
2,G
109,F
32,I
9,H
1,C
99,A
86,B
18,D
101,G
82,F
100,I
97,H
37,C
70,A
29,B
24,D
4,G
44,E
35,F
53,I
33,H
92,C
90,A
55,B
115,D
111,G
10,E
3,F
48,I
102,H
84,C
52,A
49,B
110,D
26,G
46,E
71,F
107,I
11,H
65,C
93,B
16,D
43,G
80,E
118,F
69,H
14,C
57,A
70,B
40,D
38,G
81,E
8,F
68,I
105,H
85,C
13,A
54,D
74,G
82,E
6,F
35,I
47,H
19,C
91,A
10,D
62,G
97,E
42,F
9,I
89,H
73,C
29,A
60,D
96,G
116,E
78,F
71,I
23,H
50,C
88,A
65,B
90,D
18,G
33,E
114,F
83,H
72,C
108,A
46,D
30,G
118,E
15,F
59,H
86,C
5,A
91,B
52,D
110,G
11,E
44,F
119,H
55,C
49,A
85,B
82,D
16,G
69,E
51,F
95,H
117,C
106,A
97,B
7,D
79,G
105,E
39,F
8,I
104,H
27,C
41,A
29,D
66,G
6,E
92,F
89,I
2,H
109,C
24,A
43,D
54,G
42,E
80,F
23,I
111,H
70,C
93,A
33,B
118,D
90,G
78,E
84,F
59,I
25,H
91,C
77,A
108,B
88,D
102,G
47,E
116,F
95,I
26,H
3,C
22,A
11,B
76,D
98,G
114,E
14,F
38,H
63,C
113,A
69,B
5,D
20,G
40,E
75,F
44,I
74,H
97,C
115,A
106,B
112,D
52,G
15,E
17,F
103,H
99,C
60,A
105,B
96,D
29,G
83,E
53,F
104,I
62,H
39,C
7,A
24,B
6,D
21,G
51,E
9,F
2,I
45,H
1,A
22,B
42,D
119,E
89,F
0,I
110,H
65,A
47,B
41,D
56,G
25,E
50,F
92,I
16,H
75,C
58,A
115,B
78,D
88,G
23,F
80,I
28,H
108,C
85,A
83,B
79,D
12,G
76,E
86,F
111,I
64,H
106,C
11,A
77,D
57,G
40,F
36,I
98,H
17,C
43,A
60,B
4,D
5,G
22,E
27,F
84,I
52,H
32,C
37,A
7,B
114,D
112,E
59,F
101,I
34,H
53,C
30,A
119,B
13,D
6,G
115,E
70,F
116,I
21,H
24,C
47,A
58,B
20,D
42,G
63,F
26,I
100,H
9,C
96,A
43,B
113,D
41,G
99,F
38,I
8,H
89,C
94,A
117,B
56,D
48,G
106,F
74,I
44,H
23,C
83,A
31,B
1,D
78,G
4,E
76,F
62,I
81,H
68,C
79,A
17,B
65,D
28,G
95,F
45,I
0,H
59,C
66,A
25,B
15,D
77,G
13,E
111,F
110,I
88,H
60,C
73,A
67,B
37,D
64,G
7,E
101,F
19,I
22,H
119,A
30,B
49,D
114,G
58,E
112,F
16,I
80,H
102,A
96,B
12,D
34,G
43,E
26,F
72,I
57,H
109,A
32,B
51,D
100,G
117,E
87,F
98,I
5,H
95,C
20,A
94,B
48,D
113,G
31,E
4,F
55,I
36,H
111,C
56,A
79,B
8,G
67,E
62,F
52,I
116,H
25,C
17,A
53,B
73,D
1,G
45,F
18,I
61,H
101,C
89,B
28,D
44,G
49,E
13,F
21,I
41,H
30,C
66,B
85,D
0,G
87,E
81,I
115,H
26,C
23,B
109,D
65,G
94,E
16,F
88,I
7,H
3,A
102,B
64,D
15,G
79,E
98,F
14,I
58,H
96,C
39,A
68,B
100,D
80,G
91,I
77,H
62,C
12,A
20,B
37,G
61,E
40,I
43,H
45,C
32,A
59,B
87,D
51,G
52,F
57,I
117,H
104,C
48,A
95,B
3,D
36,G
18,F
54,I
31,H
2,C
53,A
101,B
39,D
73,G
28,E
21,F
50,I
67,H
66,C
75,A
26,B
93,G
85,E
81,F
5,I
19,H
13,C
89,A
56,B
109,G
88,F
90,I
94,H
102,C
23,A
61,B
87,G
64,E
49,F
108,I
113,H
38,C
9,B
8,D
92,G
100,E
57,F
76,I
72,H
16,C
68,A
62,B
32,D
116,G
54,F
86,I
55,H
107,C
34,A
103,B
75,D
3,G
41,I
1,H
35,C
59,A
104,B
84,G
24,I
97,H
98,C
111,A
2,B
115,G
28,F
112,I
37,H
52,C
95,A
13,B
39,G
8,E
5,F
77,I
11,H
18,C
101,A
34,B
19,G
107,F
4,I
73,H
20,C
26,A
38,B
10,F
117,I
93,H
21,C
62,A
98,B
92,D
72,G
9,E
46,F
113,I
47,H
81,C
68,D
32,G
103,E
82,F
27,I
109,H
88,C
45,B
44,D
17,G
97,E
118,F
70,I
91,H
49,C
18,B
111,D
7,G
11,E
85,F
60,I
3,H
56,C
104,A
84,D
75,G
90,F
1,I
40,H
57,C
2,A
21,B
115,D
43,G
47,E
6,F
37,I
108,H
61,C
13,A
101,D
55,G
35,F
29,I
79,H
71,C
38,A
80,D
14,G
10,E
41,F
73,I
76,H
74,C
98,A
97,B
19,D
50,G
46,E
42,F
93,I
39,H
54,C
92,A
11,B
68,G
82,E
77,F
109,I
24,H
5,C
0,A
49,B
53,G
118,E
20,F
30,I
83,H
85,C
18,A
47,B
104,D
91,G
45,E
117,F
63,I
33,H
34,C
21,A
57,B
7,D
89,G
44,E
64,F
96,I
69,H
12,C
84,A
43,D
111,G
6,E
113,F
66,I
112,H
90,C
115,A
55,D
40,G
42,E
78,F
99,I
4,H
97,C
19,A
74,B
10,D
23,G
80,E
114,F
3,I
105,H
41,C
36,A
92,B
46,D
59,G
83,E
15,F
